unit_id,audience,bias,message,source,cantidad_caracteres,cargo,language_name,cantidad_arrobas,cantidad_hashtag,tiene_obama,tiene_obamacare,tiene_costs,tiene_venezuela,tiene_demandar,tiene_remember,tiene_stuck,tiene_higher,tiene_spawning,tiene_please,tiene_join,tiene_great,tiene_vote,tiene_share,tiene_applaud,tiene_clinton
766193432,national,neutral,support,twitter,146,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193439,national,neutral,support,twitter,94,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193441,national,neutral,support,twitter,132,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193443,national,neutral,support,twitter,135,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193447,national,neutral,support,twitter,134,Senator,English,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193450,national,neutral,support,twitter,118,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193452,national,partisan,support,twitter,128,Senator,English,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193453,national,neutral,support,twitter,112,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193458,national,partisan,support,twitter,104,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193461,constituency,neutral,support,twitter,144,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193462,national,neutral,support,twitter,64,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193469,national,neutral,support,twitter,42,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193473,national,neutral,support,twitter,120,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193475,national,partisan,support,twitter,128,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193478,national,partisan,attack,twitter,66,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766193489,national,neutral,support,twitter,108,Representative,English,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193491,national,neutral,support,twitter,82,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193497,national,partisan,support,twitter,103,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193513,national,partisan,attack,twitter,135,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193515,national,partisan,attack,twitter,120,Representative,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193520,national,neutral,support,twitter,128,Senator,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
766193527,national,neutral,support,twitter,93,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766193529,constituency,partisan,support,twitter,107,Representative,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193534,national,neutral,support,twitter,134,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193539,national,partisan,support,twitter,131,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193542,national,partisan,support,twitter,137,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193554,national,neutral,support,twitter,137,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193557,national,partisan,attack,twitter,138,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193560,national,neutral,support,twitter,46,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193564,national,neutral,support,twitter,148,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766193565,national,neutral,support,twitter,140,Senator,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
766193566,national,neutral,support,twitter,140,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766193569,national,partisan,attack,twitter,140,Representative,English,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193573,constituency,neutral,support,twitter,139,Senator,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193574,national,partisan,attack,twitter,138,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193578,national,partisan,support,twitter,75,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193591,national,partisan,attack,twitter,133,Representative,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
766193595,national,partisan,support,twitter,135,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193602,national,partisan,attack,twitter,142,Representative,English,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766193604,national,partisan,attack,twitter,140,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193608,national,partisan,support,twitter,126,Representative,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193609,national,neutral,support,twitter,142,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193612,national,partisan,attack,twitter,140,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193620,constituency,partisan,attack,twitter,138,Senator,English,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193622,national,partisan,support,twitter,140,Senator,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
766193623,national,neutral,support,twitter,56,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766193629,national,neutral,support,twitter,138,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193638,constituency,neutral,support,twitter,143,Senator,English,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193641,national,neutral,support,twitter,140,Representative,English,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193647,national,neutral,support,twitter,120,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193651,national,partisan,attack,twitter,131,Senator,English,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193654,national,neutral,support,twitter,140,Senator,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193659,national,partisan,support,twitter,135,Representative,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193662,national,partisan,support,twitter,106,Senator,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193670,national,neutral,support,twitter,137,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193677,national,neutral,support,twitter,109,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766193680,national,partisan,attack,twitter,135,Representative,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193683,national,partisan,support,twitter,140,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766193692,national,neutral,support,twitter,100,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193697,national,neutral,support,twitter,139,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
766193698,national,neutral,support,twitter,80,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193701,national,neutral,support,twitter,144,Representative,English,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193705,national,neutral,support,twitter,131,Representative,English,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193718,national,neutral,support,twitter,133,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193722,national,neutral,support,twitter,99,Representative,English,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193733,national,neutral,support,twitter,142,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
766193738,national,neutral,support,twitter,140,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193745,national,neutral,support,twitter,127,Senator,English,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193755,national,neutral,support,twitter,117,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193756,constituency,partisan,support,twitter,141,Senator,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193758,national,neutral,support,twitter,146,Representative,English,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193762,national,neutral,support,twitter,133,Senator,English,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
766193775,national,neutral,support,twitter,132,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193789,national,neutral,support,twitter,45,Representative,English,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193794,national,neutral,support,twitter,139,Representative,English,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193795,national,partisan,attack,twitter,130,Representative,English,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193799,national,neutral,support,twitter,48,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193807,national,neutral,support,twitter,139,Representative,English,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
766193810,national,neutral,support,twitter,45,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193813,constituency,neutral,support,twitter,140,Representative,English,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193816,national,neutral,support,twitter,111,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193819,national,neutral,support,twitter,120,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193826,national,partisan,attack,twitter,140,Senator,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193827,national,neutral,support,twitter,144,Representative,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193829,national,partisan,attack,twitter,139,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193833,national,neutral,support,twitter,126,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193835,national,neutral,support,twitter,101,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193846,national,partisan,support,twitter,117,Representative,English,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193855,national,partisan,support,twitter,115,Representative,English,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193857,national,neutral,support,twitter,132,Representative,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
766193858,national,neutral,support,twitter,138,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193864,national,neutral,support,twitter,144,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193865,national,partisan,support,twitter,144,Senator,English,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193866,national,partisan,attack,twitter,140,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193871,national,neutral,support,twitter,129,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193876,national,neutral,support,twitter,97,Senator,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193881,national,partisan,attack,twitter,131,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193882,national,neutral,support,twitter,40,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193888,national,partisan,support,twitter,141,Representative,English,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193891,national,neutral,support,twitter,100,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193896,national,partisan,attack,twitter,122,Representative,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193900,national,partisan,attack,twitter,107,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766193901,national,neutral,support,twitter,144,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193912,national,neutral,support,twitter,100,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193914,national,neutral,support,twitter,134,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193915,national,neutral,support,twitter,136,Representative,English,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193916,national,neutral,support,twitter,106,Representative,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193923,national,partisan,support,twitter,118,Representative,English,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193929,national,neutral,support,twitter,48,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766193932,national,neutral,support,twitter,116,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766193935,national,neutral,support,twitter,81,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193942,national,neutral,support,twitter,138,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193946,national,partisan,attack,twitter,116,Representative,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193950,national,partisan,support,twitter,140,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193956,national,partisan,attack,twitter,113,Representative,English,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
766193961,national,neutral,support,twitter,135,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193964,national,neutral,support,twitter,140,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193968,national,neutral,support,twitter,68,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193971,national,partisan,attack,twitter,118,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193975,national,partisan,attack,twitter,74,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193977,constituency,partisan,attack,twitter,140,Senator,English,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766193979,national,neutral,support,twitter,137,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193981,national,neutral,support,twitter,140,Representative,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193982,national,neutral,support,twitter,98,Representative,English,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
766193983,national,neutral,support,twitter,144,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193984,national,neutral,support,twitter,115,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193986,national,neutral,support,twitter,143,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193989,national,neutral,support,twitter,140,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193994,national,neutral,support,twitter,72,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193998,constituency,neutral,support,twitter,100,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194002,national,neutral,support,twitter,147,Senator,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194003,national,neutral,support,twitter,107,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194005,national,neutral,support,twitter,128,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
766194007,national,neutral,support,twitter,132,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194021,national,neutral,support,twitter,113,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194022,national,partisan,attack,twitter,132,Representative,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194025,national,partisan,attack,twitter,114,Representative,English,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194032,constituency,neutral,support,twitter,140,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766194036,national,partisan,support,twitter,136,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194038,national,partisan,attack,twitter,69,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194046,national,partisan,attack,twitter,95,Representative,English,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
766194051,national,neutral,support,twitter,140,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194056,national,neutral,support,twitter,133,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194061,national,partisan,support,twitter,140,Senator,English,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194072,national,neutral,support,twitter,116,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194076,national,partisan,support,twitter,139,Representative,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194079,national,partisan,support,twitter,137,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194083,national,neutral,support,twitter,132,Senator,English,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194086,national,partisan,attack,twitter,92,Representative,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194087,national,partisan,support,twitter,139,Representative,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766194088,national,neutral,support,twitter,134,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194091,national,neutral,support,twitter,140,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194096,national,neutral,support,twitter,138,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194097,national,neutral,support,twitter,126,Representative,English,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194108,national,neutral,support,twitter,140,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194110,national,partisan,attack,twitter,108,Representative,English,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194116,national,neutral,support,twitter,140,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194117,national,neutral,support,twitter,105,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194127,national,partisan,attack,twitter,144,Representative,English,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766194130,national,neutral,support,twitter,143,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194135,constituency,neutral,support,twitter,129,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194137,national,neutral,support,twitter,88,Representative,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194139,national,neutral,support,twitter,131,Representative,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194141,national,partisan,support,twitter,140,Representative,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194149,national,neutral,support,twitter,133,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766194153,national,neutral,support,twitter,139,Senator,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194158,national,neutral,support,twitter,144,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766194160,national,partisan,attack,twitter,59,Representative,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194163,national,partisan,attack,twitter,144,Representative,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194164,national,partisan,support,twitter,99,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194168,national,partisan,attack,twitter,132,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194171,national,neutral,support,twitter,139,Representative,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194176,national,partisan,attack,twitter,124,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194178,national,neutral,support,twitter,68,Representative,English,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194196,national,neutral,support,twitter,140,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194198,national,partisan,support,twitter,144,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194199,national,neutral,support,twitter,112,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194205,national,partisan,support,twitter,134,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194207,national,neutral,support,twitter,114,Representative,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194211,national,partisan,support,twitter,125,Senator,English,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
766194215,national,partisan,support,twitter,143,Representative,English,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194216,national,neutral,support,twitter,97,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194217,national,neutral,support,twitter,135,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
766194224,national,partisan,attack,twitter,138,Representative,English,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194229,national,partisan,support,twitter,140,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194232,national,neutral,support,twitter,82,Representative,English,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194233,national,neutral,support,twitter,111,Representative,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194236,national,neutral,support,twitter,140,Senator,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194244,national,neutral,support,twitter,123,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766194249,national,partisan,attack,twitter,93,Senator,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194253,national,partisan,attack,twitter,47,Representative,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194256,national,neutral,support,twitter,74,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194258,national,neutral,support,twitter,136,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194259,constituency,neutral,support,twitter,142,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194262,national,partisan,attack,twitter,137,Senator,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194271,national,partisan,attack,twitter,140,Representative,English,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766194274,national,partisan,support,twitter,69,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194278,national,neutral,support,twitter,119,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194279,national,partisan,support,twitter,109,Representative,English,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194280,national,partisan,support,twitter,126,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194284,national,neutral,support,twitter,139,Representative,English,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194287,national,neutral,support,twitter,142,Representative,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
766194288,national,partisan,attack,twitter,138,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194289,national,neutral,support,twitter,129,Senator,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194299,national,neutral,support,twitter,127,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194307,national,neutral,support,twitter,114,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194309,national,neutral,support,twitter,63,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194314,national,neutral,support,twitter,114,Representative,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194319,national,partisan,attack,twitter,136,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194325,national,neutral,support,twitter,92,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194326,national,neutral,support,twitter,144,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194339,national,partisan,support,twitter,144,Senator,English,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194340,national,neutral,support,twitter,140,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194341,national,partisan,support,twitter,127,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194342,constituency,neutral,support,twitter,134,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194351,national,neutral,support,twitter,121,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194356,national,neutral,support,twitter,136,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194357,national,partisan,support,twitter,141,Senator,English,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194363,national,partisan,attack,twitter,135,Representative,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766194367,national,neutral,support,twitter,140,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194368,national,neutral,support,twitter,98,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
766194377,national,partisan,attack,twitter,134,Representative,English,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194379,national,neutral,support,twitter,137,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194387,national,neutral,support,twitter,122,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194392,constituency,neutral,support,twitter,104,Senator,English,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194396,national,neutral,support,twitter,108,Representative,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194398,national,neutral,support,twitter,139,Representative,English,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766194404,national,neutral,support,twitter,85,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766194408,national,neutral,support,twitter,128,Representative,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
